"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age Group"	"Age Group Code"	Population
	"Nebraska"	"31"	"2012"	"2012"	"45-49 years"	"45-49"	117742
	"Nebraska"	"31"	"2012"	"2012"	"50-54 years"	"50-54"	130917
	"Nebraska"	"31"	"2012"	"2012"	"55-59 years"	"55-59"	122189
	"Nebraska"	"31"	"2012"	"2012"	"60-64 years "	"60-64"	104526
	"Nebraska"	"31"	"2012"	"2012"	"65-69 years"	"65-69"	76641
	"Nebraska"	"31"	"2012"	"2012"	"70-74 years"	"70-74"	56125
	"Nebraska"	"31"	"2012"	"2012"	"75-79 years"	"75-79"	45810
	"Nebraska"	"31"	"2012"	"2012"	"80-84 years"	"80-84"	37999
	"Nebraska"	"31"	"2012"	"2012"	"85+ years"	"85+"	40814
"Total"	"Nebraska"	"31"	"2012"	"2012"			1853691
	"Nebraska"	"31"	"2013"	"2013"	"< 1 year"	"1"	25870
	"Nebraska"	"31"	"2013"	"2013"	"1-4 years"	"1-4"	104522
	"Nebraska"	"31"	"2013"	"2013"	"5-9 years"	"5-9"	132985
	"Nebraska"	"31"	"2013"	"2013"	"10-14 years"	"10-14"	127385
	"Nebraska"	"31"	"2013"	"2013"	"15-19 years"	"15-19"	127485
	"Nebraska"	"31"	"2013"	"2013"	"20-24 years"	"20-24"	133910
	"Nebraska"	"31"	"2013"	"2013"	"25-29 years"	"25-29"	125209
	"Nebraska"	"31"	"2013"	"2013"	"30-34 years"	"30-34"	127641
	"Nebraska"	"31"	"2013"	"2013"	"35-39 years"	"35-39"	111770
	"Nebraska"	"31"	"2013"	"2013"	"40-44 years"	"40-44"	111393
	"Nebraska"	"31"	"2013"	"2013"	"45-49 years"	"45-49"	113204
	"Nebraska"	"31"	"2013"	"2013"	"50-54 years"	"50-54"	130154
	"Nebraska"	"31"	"2013"	"2013"	"55-59 years"	"55-59"	123862
	"Nebraska"	"31"	"2013"	"2013"	"60-64 years "	"60-64"	107011
	"Nebraska"	"31"	"2013"	"2013"	"65-69 years"	"65-69"	80318
	"Nebraska"	"31"	"2013"	"2013"	"70-74 years"	"70-74"	58450
	"Nebraska"	"31"	"2013"	"2013"	"75-79 years"	"75-79"	46103
	"Nebraska"	"31"	"2013"	"2013"	"80-84 years"	"80-84"	37330
	"Nebraska"	"31"	"2013"	"2013"	"85+ years"	"85+"	41211
"Total"	"Nebraska"	"31"	"2013"	"2013"			1865813
	"Nebraska"	"31"	"2014"	"2014"	"< 1 year"	"1"	26332
	"Nebraska"	"31"	"2014"	"2014"	"1-4 years"	"1-4"	104357
	"Nebraska"	"31"	"2014"	"2014"	"5-9 years"	"5-9"	133336
	"Nebraska"	"31"	"2014"	"2014"	"10-14 years"	"10-14"	128989
	"Nebraska"	"31"	"2014"	"2014"	"15-19 years"	"15-19"	127626
	"Nebraska"	"31"	"2014"	"2014"	"20-24 years"	"20-24"	137022
	"Nebraska"	"31"	"2014"	"2014"	"25-29 years"	"25-29"	124308
	"Nebraska"	"31"	"2014"	"2014"	"30-34 years"	"30-34"	129552
	"Nebraska"	"31"	"2014"	"2014"	"35-39 years"	"35-39"	114219
	"Nebraska"	"31"	"2014"	"2014"	"40-44 years"	"40-44"	110499
	"Nebraska"	"31"	"2014"	"2014"	"45-49 years"	"45-49"	110196
	"Nebraska"	"31"	"2014"	"2014"	"50-54 years"	"50-54"	128252
	"Nebraska"	"31"	"2014"	"2014"	"55-59 years"	"55-59"	124897
	"Nebraska"	"31"	"2014"	"2014"	"60-64 years "	"60-64"	109510
	"Nebraska"	"31"	"2014"	"2014"	"65-69 years"	"65-69"	84868
	"Nebraska"	"31"	"2014"	"2014"	"70-74 years"	"70-74"	60661
	"Nebraska"	"31"	"2014"	"2014"	"75-79 years"	"75-79"	46742
	"Nebraska"	"31"	"2014"	"2014"	"80-84 years"	"80-84"	36812
	"Nebraska"	"31"	"2014"	"2014"	"85+ years"	"85+"	41777
"Total"	"Nebraska"	"31"	"2014"	"2014"			1879955
	"Nebraska"	"31"	"2015"	"2015"	"< 1 year"	"1"	26690
	"Nebraska"	"31"	"2015"	"2015"	"1-4 years"	"1-4"	104930
	"Nebraska"	"31"	"2015"	"2015"	"5-9 years"	"5-9"	133414
	"Nebraska"	"31"	"2015"	"2015"	"10-14 years"	"10-14"	130087
	"Nebraska"	"31"	"2015"	"2015"	"15-19 years"	"15-19"	128199
	"Nebraska"	"31"	"2015"	"2015"	"20-24 years"	"20-24"	138638
	"Nebraska"	"31"	"2015"	"2015"	"25-29 years"	"25-29"	122920
	"Nebraska"	"31"	"2015"	"2015"	"30-34 years"	"30-34"	130078
	"Nebraska"	"31"	"2015"	"2015"	"35-39 years"	"35-39"	117730
	"Nebraska"	"31"	"2015"	"2015"	"40-44 years"	"40-44"	109619
	"Nebraska"	"31"	"2015"	"2015"	"45-49 years"	"45-49"	109115
	"Nebraska"	"31"	"2015"	"2015"	"50-54 years"	"50-54"	124444
	"Nebraska"	"31"	"2015"	"2015"	"55-59 years"	"55-59"	126045
	"Nebraska"	"31"	"2015"	"2015"	"60-64 years "	"60-64"	112008
	"Nebraska"	"31"	"2015"	"2015"	"65-69 years"	"65-69"	89780
	"Nebraska"	"31"	"2015"	"2015"	"70-74 years"	"70-74"	62448
	"Nebraska"	"31"	"2015"	"2015"	"75-79 years"	"75-79"	47018
	"Nebraska"	"31"	"2015"	"2015"	"80-84 years"	"80-84"	36585
	"Nebraska"	"31"	"2015"	"2015"	"85+ years"	"85+"	42311
"Total"	"Nebraska"	"31"	"2015"	"2015"			1892059
	"Nebraska"	"31"	"2016"	"2016"	"< 1 year"	"1"	26412
	"Nebraska"	"31"	"2016"	"2016"	"1-4 years"	"1-4"	106096
	"Nebraska"	"31"	"2016"	"2016"	"5-9 years"	"5-9"	133268
	"Nebraska"	"31"	"2016"	"2016"	"10-14 years"	"10-14"	131596
	"Nebraska"	"31"	"2016"	"2016"	"15-19 years"	"15-19"	129268
	"Nebraska"	"31"	"2016"	"2016"	"20-24 years"	"20-24"	139313
	"Nebraska"	"31"	"2016"	"2016"	"25-29 years"	"25-29"	124037
	"Nebraska"	"31"	"2016"	"2016"	"30-34 years"	"30-34"	129975
	"Nebraska"	"31"	"2016"	"2016"	"35-39 years"	"35-39"	121886
	"Nebraska"	"31"	"2016"	"2016"	"40-44 years"	"40-44"	108526
	"Nebraska"	"31"	"2016"	"2016"	"45-49 years"	"45-49"	109457
	"Nebraska"	"31"	"2016"	"2016"	"50-54 years"	"50-54"	119596
	"Nebraska"	"31"	"2016"	"2016"	"55-59 years"	"55-59"	126728
	"Nebraska"	"31"	"2016"	"2016"	"60-64 years "	"60-64"	113996
	"Nebraska"	"31"	"2016"	"2016"	"65-69 years"	"65-69"	95601
	"Nebraska"	"31"	"2016"	"2016"	"70-74 years"	"70-74"	63828
	"Nebraska"	"31"	"2016"	"2016"	"75-79 years"	"75-79"	47542
	"Nebraska"	"31"	"2016"	"2016"	"80-84 years"	"80-84"	36348
	"Nebraska"	"31"	"2016"	"2016"	"85+ years"	"85+"	43010
"Total"	"Nebraska"	"31"	"2016"	"2016"			1906483
	"Nebraska"	"31"	"2017"	"2017"	"< 1 year"	"1"	26174
	"Nebraska"	"31"	"2017"	"2017"	"1-4 years"	"1-4"	106755
	"Nebraska"	"31"	"2017"	"2017"	"5-9 years"	"5-9"	132913
	"Nebraska"	"31"	"2017"	"2017"	"10-14 years"	"10-14"	132859
	"Nebraska"	"31"	"2017"	"2017"	"15-19 years"	"15-19"	130110
	"Nebraska"	"31"	"2017"	"2017"	"20-24 years"	"20-24"	137571
	"Nebraska"	"31"	"2017"	"2017"	"25-29 years"	"25-29"	126662
	"Nebraska"	"31"	"2017"	"2017"	"30-34 years"	"30-34"	128835
	"Nebraska"	"31"	"2017"	"2017"	"35-39 years"	"35-39"	125532
	"Nebraska"	"31"	"2017"	"2017"	"40-44 years"	"40-44"	108777
	"Nebraska"	"31"	"2017"	"2017"	"45-49 years"	"45-49"	109927
	"Nebraska"	"31"	"2017"	"2017"	"50-54 years"	"50-54"	114695
	"Nebraska"	"31"	"2017"	"2017"	"55-59 years"	"55-59"	126236
	"Nebraska"	"31"	"2017"	"2017"	"60-64 years "	"60-64"	115797
	"Nebraska"	"31"	"2017"	"2017"	"65-69 years"	"65-69"	96915
	"Nebraska"	"31"	"2017"	"2017"	"70-74 years"	"70-74"	69383
	"Nebraska"	"31"	"2017"	"2017"	"75-79 years"	"75-79"	48629
	"Nebraska"	"31"	"2017"	"2017"	"80-84 years"	"80-84"	36213
	"Nebraska"	"31"	"2017"	"2017"	"85+ years"	"85+"	43015
"Total"	"Nebraska"	"31"	"2017"	"2017"			1916998
	"Nebraska"	"31"	"2018"	"2018"	"< 1 year"	"1"	25507
	"Nebraska"	"31"	"2018"	"2018"	"1-4 years"	"1-4"	106903
	"Nebraska"	"31"	"2018"	"2018"	"5-9 years"	"5-9"	132435
	"Nebraska"	"31"	"2018"	"2018"	"10-14 years"	"10-14"	133746
	"Nebraska"	"31"	"2018"	"2018"	"15-19 years"	"15-19"	131374
	"Nebraska"	"31"	"2018"	"2018"	"20-24 years"	"20-24"	136453
	"Nebraska"	"31"	"2018"	"2018"	"25-29 years"	"25-29"	128280
	"Nebraska"	"31"	"2018"	"2018"	"30-34 years"	"30-34"	127195
	"Nebraska"	"31"	"2018"	"2018"	"35-39 years"	"35-39"	128442
	"Nebraska"	"31"	"2018"	"2018"	"40-44 years"	"40-44"	110905
	"Nebraska"	"31"	"2018"	"2018"	"45-49 years"	"45-49"	109515
	"Nebraska"	"31"	"2018"	"2018"	"50-54 years"	"50-54"	110129
	"Nebraska"	"31"	"2018"	"2018"	"55-59 years"	"55-59"	125176
	"Nebraska"	"31"	"2018"	"2018"	"60-64 years "	"60-64"	117443
	"Nebraska"	"31"	"2018"	"2018"	"65-69 years"	"65-69"	98984
	"Nebraska"	"31"	"2018"	"2018"	"70-74 years"	"70-74"	72638
	"Nebraska"	"31"	"2018"	"2018"	"75-79 years"	"75-79"	50779
	"Nebraska"	"31"	"2018"	"2018"	"80-84 years"	"80-84"	36693
	"Nebraska"	"31"	"2018"	"2018"	"85+ years"	"85+"	42915
"Total"	"Nebraska"	"31"	"2018"	"2018"			1925512
	"Nebraska"	"31"	"2019"	"2019"	"< 1 year"	"1"	25233
	"Nebraska"	"31"	"2019"	"2019"	"1-4 years"	"1-4"	105721
	"Nebraska"	"31"	"2019"	"2019"	"5-9 years"	"5-9"	132469
	"Nebraska"	"31"	"2019"	"2019"	"10-14 years"	"10-14"	133910
	"Nebraska"	"31"	"2019"	"2019"	"15-19 years"	"15-19"	132354
	"Nebraska"	"31"	"2019"	"2019"	"20-24 years"	"20-24"	135249
	"Nebraska"	"31"	"2019"	"2019"	"25-29 years"	"25-29"	129868
	"Nebraska"	"31"	"2019"	"2019"	"30-34 years"	"30-34"	125753
	"Nebraska"	"31"	"2019"	"2019"	"35-39 years"	"35-39"	129981
	"Nebraska"	"31"	"2019"	"2019"	"40-44 years"	"40-44"	113034
	"Nebraska"	"31"	"2019"	"2019"	"45-49 years"	"45-49"	108613
	"Nebraska"	"31"	"2019"	"2019"	"50-54 years"	"50-54"	107017
	"Nebraska"	"31"	"2019"	"2019"	"55-59 years"	"55-59"	123436
	"Nebraska"	"31"	"2019"	"2019"	"60-64 years "	"60-64"	118678
	"Nebraska"	"31"	"2019"	"2019"	"65-69 years"	"65-69"	101322
	"Nebraska"	"31"	"2019"	"2019"	"70-74 years"	"70-74"	76847
	"Nebraska"	"31"	"2019"	"2019"	"75-79 years"	"75-79"	52779
	"Nebraska"	"31"	"2019"	"2019"	"80-84 years"	"80-84"	37418
	"Nebraska"	"31"	"2019"	"2019"	"85+ years"	"85+"	42889
"Total"	"Nebraska"	"31"	"2019"	"2019"			1932571
	"Nebraska"	"31"	"2020"	"2020"	"< 1 year"	"1"	24961
	"Nebraska"	"31"	"2020"	"2020"	"1-4 years"	"1-4"	103756
	"Nebraska"	"31"	"2020"	"2020"	"5-9 years"	"5-9"	133064
	"Nebraska"	"31"	"2020"	"2020"	"10-14 years"	"10-14"	133640
	"Nebraska"	"31"	"2020"	"2020"	"15-19 years"	"15-19"	132940
	"Nebraska"	"31"	"2020"	"2020"	"20-24 years"	"20-24"	135285
	"Nebraska"	"31"	"2020"	"2020"	"25-29 years"	"25-29"	130094
	"Nebraska"	"31"	"2020"	"2020"	"30-34 years"	"30-34"	124613
	"Nebraska"	"31"	"2020"	"2020"	"35-39 years"	"35-39"	130004
	"Nebraska"	"31"	"2020"	"2020"	"40-44 years"	"40-44"	116294
	"Nebraska"	"31"	"2020"	"2020"	"45-49 years"	"45-49"	107821
	"Nebraska"	"31"	"2020"	"2020"	"50-54 years"	"50-54"	105976
	"Nebraska"	"31"	"2020"	"2020"	"55-59 years"	"55-59"	120067
	"Nebraska"	"31"	"2020"	"2020"	"60-64 years "	"60-64"	119600
	"Nebraska"	"31"	"2020"	"2020"	"65-69 years"	"65-69"	103546
	"Nebraska"	"31"	"2020"	"2020"	"70-74 years"	"70-74"	81469
	"Nebraska"	"31"	"2020"	"2020"	"75-79 years"	"75-79"	54146
	"Nebraska"	"31"	"2020"	"2020"	"80-84 years"	"80-84"	37646
	"Nebraska"	"31"	"2020"	"2020"	"85+ years"	"85+"	42630
"Total"	"Nebraska"	"31"	"2020"	"2020"			1937552
"Total"	"Nebraska"	"31"					40062555
	"Nevada"	"32"	"1999"	"1999"	"< 1 year"	"1"	28837
	"Nevada"	"32"	"1999"	"1999"	"1-4 years"	"1-4"	113247
	"Nevada"	"32"	"1999"	"1999"	"5-9 years"	"5-9"	144042
	"Nevada"	"32"	"1999"	"1999"	"10-14 years"	"10-14"	132843
	"Nevada"	"32"	"1999"	"1999"	"15-19 years"	"15-19"	122575
	"Nevada"	"32"	"1999"	"1999"	"20-24 years"	"20-24"	123045
	"Nevada"	"32"	"1999"	"1999"	"25-29 years"	"25-29"	144007
	"Nevada"	"32"	"1999"	"1999"	"30-34 years"	"30-34"	158717
	"Nevada"	"32"	"1999"	"1999"	"35-39 years"	"35-39"	163817
	"Nevada"	"32"	"1999"	"1999"	"40-44 years"	"40-44"	151337
	"Nevada"	"32"	"1999"	"1999"	"45-49 years"	"45-49"	134314
	"Nevada"	"32"	"1999"	"1999"	"50-54 years"	"50-54"	122075
	"Nevada"	"32"	"1999"	"1999"	"55-59 years"	"55-59"	100088
	"Nevada"	"32"	"1999"	"1999"	"60-64 years "	"60-64"	81732
	"Nevada"	"32"	"1999"	"1999"	"65-69 years"	"65-69"	70207
	"Nevada"	"32"	"1999"	"1999"	"70-74 years"	"70-74"	59520
	"Nevada"	"32"	"1999"	"1999"	"75-79 years"	"75-79"	43555
	"Nevada"	"32"	"1999"	"1999"	"80-84 years"	"80-84"	24426
	"Nevada"	"32"	"1999"	"1999"	"85+ years"	"85+"	16334
"Total"	"Nevada"	"32"	"1999"	"1999"			1934718
	"Nevada"	"32"	"2000"	"2000"	"< 1 year"	"1"	29711
	"Nevada"	"32"	"2000"	"2000"	"1-4 years"	"1-4"	117267
	"Nevada"	"32"	"2000"	"2000"	"5-9 years"	"5-9"	149749
	"Nevada"	"32"	"2000"	"2000"	"10-14 years"	"10-14"	140958
	"Nevada"	"32"	"2000"	"2000"	"15-19 years"	"15-19"	128571
	"Nevada"	"32"	"2000"	"2000"	"20-24 years"	"20-24"	132078
	"Nevada"	"32"	"2000"	"2000"	"25-29 years"	"25-29"	149071
	"Nevada"	"32"	"2000"	"2000"	"30-34 years"	"30-34"	159113
	"Nevada"	"32"	"2000"	"2000"	"35-39 years"	"35-39"	166780
	"Nevada"	"32"	"2000"	"2000"	"40-44 years"	"40-44"	157774
	"Nevada"	"32"	"2000"	"2000"	"45-49 years"	"45-49"	142103
	"Nevada"	"32"	"2000"	"2000"	"50-54 years"	"50-54"	131206
	"Nevada"	"32"	"2000"	"2000"	"55-59 years"	"55-59"	106553
	"Nevada"	"32"	"2000"	"2000"	"60-64 years "	"60-64"	86209
	"Nevada"	"32"	"2000"	"2000"	"65-69 years"	"65-69"	72065
	"Nevada"	"32"	"2000"	"2000"	"70-74 years"	"70-74"	61054
	"Nevada"	"32"	"2000"	"2000"	"75-79 years"	"75-79"	45442
	"Nevada"	"32"	"2000"	"2000"	"80-84 years"	"80-84"	25782
	"Nevada"	"32"	"2000"	"2000"	"85+ years"	"85+"	17255
"Total"	"Nevada"	"32"	"2000"	"2000"			2018741
	"Nevada"	"32"	"2001"	"2001"	"< 1 year"	"1"	31451
	"Nevada"	"32"	"2001"	"2001"	"1-4 years"	"1-4"	120235
	"Nevada"	"32"	"2001"	"2001"	"5-9 years"	"5-9"	152577
	"Nevada"	"32"	"2001"	"2001"	"10-14 years"	"10-14"	148220
	"Nevada"	"32"	"2001"	"2001"	"15-19 years"	"15-19"	131577
	"Nevada"	"32"	"2001"	"2001"	"20-24 years"	"20-24"	140880
	"Nevada"	"32"	"2001"	"2001"	"25-29 years"	"25-29"	149786
	"Nevada"	"32"	"2001"	"2001"	"30-34 years"	"30-34"	164990
	"Nevada"	"32"	"2001"	"2001"	"35-39 years"	"35-39"	169532
	"Nevada"	"32"	"2001"	"2001"	"40-44 years"	"40-44"	164572
	"Nevada"	"32"	"2001"	"2001"	"45-49 years"	"45-49"	148483
	"Nevada"	"32"	"2001"	"2001"	"50-54 years"	"50-54"	140321
	"Nevada"	"32"	"2001"	"2001"	"55-59 years"	"55-59"	112402
	"Nevada"	"32"	"2001"	"2001"	"60-64 years "	"60-64"	91580
	"Nevada"	"32"	"2001"	"2001"	"65-69 years"	"65-69"	75223
	"Nevada"	"32"	"2001"	"2001"	"70-74 years"	"70-74"	62932
	"Nevada"	"32"	"2001"	"2001"	"75-79 years"	"75-79"	47577
	"Nevada"	"32"	"2001"	"2001"	"80-84 years"	"80-84"	27667
	"Nevada"	"32"	"2001"	"2001"	"85+ years"	"85+"	18394
"Total"	"Nevada"	"32"	"2001"	"2001"			2098399
	"Nevada"	"32"	"2002"	"2002"	"< 1 year"	"1"	32431
	"Nevada"	"32"	"2002"	"2002"	"1-4 years"	"1-4"	123857
	"Nevada"	"32"	"2002"	"2002"	"5-9 years"	"5-9"	154924
	"Nevada"	"32"	"2002"	"2002"	"10-14 years"	"10-14"	155641
	"Nevada"	"32"	"2002"	"2002"	"15-19 years"	"15-19"	135859
	"Nevada"	"32"	"2002"	"2002"	"20-24 years"	"20-24"	145611
	"Nevada"	"32"	"2002"	"2002"	"25-29 years"	"25-29"	152376
	"Nevada"	"32"	"2002"	"2002"	"30-34 years"	"30-34"	169691
	"Nevada"	"32"	"2002"	"2002"	"35-39 years"	"35-39"	170962
	"Nevada"	"32"	"2002"	"2002"	"40-44 years"	"40-44"	170224
	"Nevada"	"32"	"2002"	"2002"	"45-49 years"	"45-49"	156194
	"Nevada"	"32"	"2002"	"2002"	"50-54 years"	"50-54"	142165
	"Nevada"	"32"	"2002"	"2002"	"55-59 years"	"55-59"	124274
	"Nevada"	"32"	"2002"	"2002"	"60-64 years "	"60-64"	97944
	"Nevada"	"32"	"2002"	"2002"	"65-69 years"	"65-69"	78747
	"Nevada"	"32"	"2002"	"2002"	"70-74 years"	"70-74"	64621
	"Nevada"	"32"	"2002"	"2002"	"75-79 years"	"75-79"	49138
	"Nevada"	"32"	"2002"	"2002"	"80-84 years"	"80-84"	29789
	"Nevada"	"32"	"2002"	"2002"	"85+ years"	"85+"	19343
"Total"	"Nevada"	"32"	"2002"	"2002"			2173791
	"Nevada"	"32"	"2003"	"2003"	"< 1 year"	"1"	33099
	"Nevada"	"32"	"2003"	"2003"	"1-4 years"	"1-4"	128286
	"Nevada"	"32"	"2003"	"2003"	"5-9 years"	"5-9"	156295
	"Nevada"	"32"	"2003"	"2003"	"10-14 years"	"10-14"	161977
	"Nevada"	"32"	"2003"	"2003"	"15-19 years"	"15-19"	141918
	"Nevada"	"32"	"2003"	"2003"	"20-24 years"	"20-24"	149923
	"Nevada"	"32"	"2003"	"2003"	"25-29 years"	"25-29"	157961
	"Nevada"	"32"	"2003"	"2003"	"30-34 years"	"30-34"	171557
	"Nevada"	"32"	"2003"	"2003"	"35-39 years"	"35-39"	173077
	"Nevada"	"32"	"2003"	"2003"	"40-44 years"	"40-44"	174934
	"Nevada"	"32"	"2003"	"2003"	"45-49 years"	"45-49"	162880
	"Nevada"	"32"	"2003"	"2003"	"50-54 years"	"50-54"	146427
	"Nevada"	"32"	"2003"	"2003"	"55-59 years"	"55-59"	131922
	"Nevada"	"32"	"2003"	"2003"	"60-64 years "	"60-64"	105831
	"Nevada"	"32"	"2003"	"2003"	"65-69 years"	"65-69"	83121
	"Nevada"	"32"	"2003"	"2003"	"70-74 years"	"70-74"	66577
	"Nevada"	"32"	"2003"	"2003"	"75-79 years"	"75-79"	51030
	"Nevada"	"32"	"2003"	"2003"	"80-84 years"	"80-84"	31459
	"Nevada"	"32"	"2003"	"2003"	"85+ years"	"85+"	20576
"Total"	"Nevada"	"32"	"2003"	"2003"			2248850
	"Nevada"	"32"	"2004"	"2004"	"< 1 year"	"1"	34658
	"Nevada"	"32"	"2004"	"2004"	"1-4 years"	"1-4"	134039
	"Nevada"	"32"	"2004"	"2004"	"5-9 years"	"5-9"	160036
	"Nevada"	"32"	"2004"	"2004"	"10-14 years"	"10-14"	168641
	"Nevada"	"32"	"2004"	"2004"	"15-19 years"	"15-19"	149806
	"Nevada"	"32"	"2004"	"2004"	"20-24 years"	"20-24"	155891
	"Nevada"	"32"	"2004"	"2004"	"25-29 years"	"25-29"	167694
	"Nevada"	"32"	"2004"	"2004"	"30-34 years"	"30-34"	175220
	"Nevada"	"32"	"2004"	"2004"	"35-39 years"	"35-39"	176602
	"Nevada"	"32"	"2004"	"2004"	"40-44 years"	"40-44"	182394
	"Nevada"	"32"	"2004"	"2004"	"45-49 years"	"45-49"	169214
	"Nevada"	"32"	"2004"	"2004"	"50-54 years"	"50-54"	153771
	"Nevada"	"32"	"2004"	"2004"	"55-59 years"	"55-59"	141114
	"Nevada"	"32"	"2004"	"2004"	"60-64 years "	"60-64"	113420
	"Nevada"	"32"	"2004"	"2004"	"65-69 years"	"65-69"	87892
	"Nevada"	"32"	"2004"	"2004"	"70-74 years"	"70-74"	68519
	"Nevada"	"32"	"2004"	"2004"	"75-79 years"	"75-79"	52276
	"Nevada"	"32"	"2004"	"2004"	"80-84 years"	"80-84"	33365
	"Nevada"	"32"	"2004"	"2004"	"85+ years"	"85+"	21670
"Total"	"Nevada"	"32"	"2004"	"2004"			2346222
	"Nevada"	"32"	"2005"	"2005"	"< 1 year"	"1"	36070
	"Nevada"	"32"	"2005"	"2005"	"1-4 years"	"1-4"	139637
	"Nevada"	"32"	"2005"	"2005"	"5-9 years"	"5-9"	163452
	"Nevada"	"32"	"2005"	"2005"	"10-14 years"	"10-14"	172504
	"Nevada"	"32"	"2005"	"2005"	"15-19 years"	"15-19"	158462
	"Nevada"	"32"	"2005"	"2005"	"20-24 years"	"20-24"	161888
	"Nevada"	"32"	"2005"	"2005"	"25-29 years"	"25-29"	178724
	"Nevada"	"32"	"2005"	"2005"	"30-34 years"	"30-34"	176340
	"Nevada"	"32"	"2005"	"2005"	"35-39 years"	"35-39"	181740
	"Nevada"	"32"	"2005"	"2005"	"40-44 years"	"40-44"	187245
	"Nevada"	"32"	"2005"	"2005"	"45-49 years"	"45-49"	175661
	"Nevada"	"32"	"2005"	"2005"	"50-54 years"	"50-54"	160375
	"Nevada"	"32"	"2005"	"2005"	"55-59 years"	"55-59"	149371
	"Nevada"	"32"	"2005"	"2005"	"60-64 years "	"60-64"	118931
	"Nevada"	"32"	"2005"	"2005"	"65-69 years"	"65-69"	90876
	"Nevada"	"32"	"2005"	"2005"	"70-74 years"	"70-74"	69765
	"Nevada"	"32"	"2005"	"2005"	"75-79 years"	"75-79"	53377
	"Nevada"	"32"	"2005"	"2005"	"80-84 years"	"80-84"	34687
	"Nevada"	"32"	"2005"	"2005"	"85+ years"	"85+"	23038
"Total"	"Nevada"	"32"	"2005"	"2005"			2432143
	"Nevada"	"32"	"2006"	"2006"	"< 1 year"	"1"	37761
	"Nevada"	"32"	"2006"	"2006"	"1-4 years"	"1-4"	145846
	"Nevada"	"32"	"2006"	"2006"	"5-9 years"	"5-9"	167763
	"Nevada"	"32"	"2006"	"2006"	"10-14 years"	"10-14"	177274
	"Nevada"	"32"	"2006"	"2006"	"15-19 years"	"15-19"	167002
	"Nevada"	"32"	"2006"	"2006"	"20-24 years"	"20-24"	168371
	"Nevada"	"32"	"2006"	"2006"	"25-29 years"	"25-29"	189789
	"Nevada"	"32"	"2006"	"2006"	"30-34 years"	"30-34"	178203
	"Nevada"	"32"	"2006"	"2006"	"35-39 years"	"35-39"	189758
	"Nevada"	"32"	"2006"	"2006"	"40-44 years"	"40-44"	190146
	"Nevada"	"32"	"2006"	"2006"	"45-49 years"	"45-49"	182663
	"Nevada"	"32"	"2006"	"2006"	"50-54 years"	"50-54"	166621
	"Nevada"	"32"	"2006"	"2006"	"55-59 years"	"55-59"	157941
	"Nevada"	"32"	"2006"	"2006"	"60-64 years "	"60-64"	123105
	"Nevada"	"32"	"2006"	"2006"	"65-69 years"	"65-69"	94764
	"Nevada"	"32"	"2006"	"2006"	"70-74 years"	"70-74"	71394
	"Nevada"	"32"	"2006"	"2006"	"75-79 years"	"75-79"	54179
	"Nevada"	"32"	"2006"	"2006"	"80-84 years"	"80-84"	35661
	"Nevada"	"32"	"2006"	"2006"	"85+ years"	"85+"	24417
"Total"	"Nevada"	"32"	"2006"	"2006"			2522658
	"Nevada"	"32"	"2007"	"2007"	"< 1 year"	"1"	39465
	"Nevada"	"32"	"2007"	"2007"	"1-4 years"	"1-4"	150468
	"Nevada"	"32"	"2007"	"2007"	"5-9 years"	"5-9"	172980
	"Nevada"	"32"	"2007"	"2007"	"10-14 years"	"10-14"	180806
	"Nevada"	"32"	"2007"	"2007"	"15-19 years"	"15-19"	174629
	"Nevada"	"32"	"2007"	"2007"	"20-24 years"	"20-24"	173295
	"Nevada"	"32"	"2007"	"2007"	"25-29 years"	"25-29"	197495
	"Nevada"	"32"	"2007"	"2007"	"30-34 years"	"30-34"	181471
	"Nevada"	"32"	"2007"	"2007"	"35-39 years"	"35-39"	195115
	"Nevada"	"32"	"2007"	"2007"	"40-44 years"	"40-44"	191156
	"Nevada"	"32"	"2007"	"2007"	"45-49 years"	"45-49"	187662
	"Nevada"	"32"	"2007"	"2007"	"50-54 years"	"50-54"	173717
	"Nevada"	"32"	"2007"	"2007"	"55-59 years"	"55-59"	158363
	"Nevada"	"32"	"2007"	"2007"	"60-64 years "	"60-64"	133694
	"Nevada"	"32"	"2007"	"2007"	"65-69 years"	"65-69"	99644
	"Nevada"	"32"	"2007"	"2007"	"70-74 years"	"70-74"	73835
	"Nevada"	"32"	"2007"	"2007"	"75-79 years"	"75-79"	54725
	"Nevada"	"32"	"2007"	"2007"	"80-84 years"	"80-84"	36387
	"Nevada"	"32"	"2007"	"2007"	"85+ years"	"85+"	26165
"Total"	"Nevada"	"32"	"2007"	"2007"			2601072
	"Nevada"	"32"	"2008"	"2008"	"< 1 year"	"1"	38556
	"Nevada"	"32"	"2008"	"2008"	"1-4 years"	"1-4"	153991
	"Nevada"	"32"	"2008"	"2008"	"5-9 years"	"5-9"	177236
	"Nevada"	"32"	"2008"	"2008"	"10-14 years"	"10-14"	181778
	"Nevada"	"32"	"2008"	"2008"	"15-19 years"	"15-19"	179570
	"Nevada"	"32"	"2008"	"2008"	"20-24 years"	"20-24"	176177
	"Nevada"	"32"	"2008"	"2008"	"25-29 years"	"25-29"	200873
	"Nevada"	"32"	"2008"	"2008"	"30-34 years"	"30-34"	185619
